"epci2018";"SEXE";"FAM_2";"FOR_3";"EMP_1";"EMP_3";"EMP_4"
"200037133";"H";4,88790942396864;21,9031465050389;14,0119111051893;6,16939940472543;12,6199017242332
"200038958";"F";16,3875016751219;20,8839219470145;13,8563259609685;24,2112481734875;15,3690877049019
"200038958";"H";6,88846702435192;16,6873440358946;10,1112181225621;8,39015998390411;11,5537086018816
"200038990";"F";7,37010543934066;13,4774991088908;9,18960635323063;24,560834735804;20,5461334000154
"200038990";"H";3,71842637985965;12,0645964969962;7,52571850506211;4,98548314330032;18,2456274890266
"200039022";"F";5,66761870139425;11,4458165674503;8,61039019261533;25,8547512258507;17,6809341211912
"200039022";"H";3,14350091715962;12,0330500343324;7,05814852768756;5,54875285078572;13,9481722002525
"200039055";"F";4,69312343404325;8,93938278801844;7,1685020335444;35,4461775021278;20,9944822234551
"200039055";"H";1,89564798892291;11,7130230832172;7,30851866308723;11,0536118013656;17,8661203494354
"200039063";"F";7,36136970865516;13,3357708306243;7,66636309356162;35,5532379711709;18,6334000682994
"200039063";"H";2,96706131318768;11,6692155102676;7,16704800796449;4,60010873961902;11,5326812973495
"200039204";"F";12,3242931131981;19,1746476817491;13,8213477763091;33,2209514697083;16,8577303894618
"200039204";"H";4,51989924302546;18,4160468621895;11,4818151159095;5,78157636177481;12,0516301179147
"200039519";"F";9,52741621750466;19,8234856335259;13,3310612899063;31,5094566554337;16,7964664879379
"200039519";"H";5,39219145664118;20,4080493989504;12,824841699881;19,1565862697191;19,6188668053098
"200039642";"F";12,9994340226534;26,052169137596;15,8873662603897;25,7738590559928;17,1406578876629
"200039642";"H";6,65737156581851;23,8251220987418;15,8843654476203;7,43680538678678;16,3469721195146
"200039709";"F";16,5185842779848;24,0401665276193;11,1144802523251;36,1730876346488;15,2879612451574
"200039709";"H";24,9489671091152;31,6825155035071;10,0256124598379;6,01244009245638;15,0672585209663
"200039758";"F";11,5580757178352;18,6710075803662;13,58315401119;29,9375483330734;14,6804755108521
"200039758";"H";6,28525995751779;20,2589829373889;12,9826913808071;6,64582626435806;12,869364461464
